route,trip_id,Datetime,city,state,Latitude,Longitude
Dallas_Salt Lake City,Trip_19,2022-10-24 19:06:12.854551,Salt Lake City,Utah,40.7776,-111.9311
Phoenix_San Antonio,Trip_20,2022-10-24 21:28:04.532465,Willcox,Arizona,32.2515,-109.8359
San Francisco_Salt Lake City,Trip_25,2022-10-24 23:00:22.842482,Sacramento,California,38.5677,-121.4685
Portland_Los Angeles,Trip_20,2022-10-25 01:19:29.312865,Modesto,California,37.6375,-121.0028
Dallas_Salt Lake City,Trip_19,2022-10-25 02:03:56.665489,Evanston,Wyoming,41.2602,-110.9646
Chicago_Dallas,Trip_26,2022-10-25 03:15:31.083214,Tulsa,Oklahoma,36.1283,-95.9042
Phoenix_San Antonio,Trip_20,2022-10-25 04:16:13.918681,Benson,Arizona,31.9157,-110.3257
Portland_Los Angeles,Trip_20,2022-10-25 05:32:40.433508,Merced,California,37.3057,-120.4779
San Francisco_Salt Lake City,Trip_25,2022-10-25 06:19:09.192614,Auburn,California,38.895,-121.0777
Phoenix_San Antonio,Trip_20,2022-10-25 07:40:23.971909,Tucson,Arizona,32.1541,-110.8787
Dallas_Salt Lake City,Trip_19,2022-10-25 09:20:03.022107,Rock Springs,Wyoming,41.5947,-109.2209
Portland_Los Angeles,Trip_20,2022-10-25 11:10:40.927867,Fresno,California,36.783,-119.7939
Dallas_Salt Lake City,Trip_19,2022-10-25 16:55:50.809638,Rawlins,Wyoming,41.7849,-107.2265
San Francisco_Salt Lake City,Trip_25,2022-10-25 21:33:35.551799,Truckee,California,39.3455,-120.1848
Chicago_Dallas,Trip_26,2022-10-25 22:34:49.237526,Joplin,Missouri,37.0757,-94.5018
Dallas_Salt Lake City,Trip_19,2022-10-26 00:00:57.869754,Laramie,Wyoming,41.3099,-105.6085
Portland_Los Angeles,Trip_20,2022-10-26 01:47:01.491510,Bakersfield,California,35.3529,-119.0359
Phoenix_San Antonio,Trip_21,2022-10-26 02:46:47.652964,Phoenix,Arizona,33.5722,-112.0892
Phoenix_San Antonio,Trip_20,2022-10-26 02:46:47.652964,Phoenix,Arizona,33.5722,-112.0892
San Francisco_Salt Lake City,Trip_25,2022-10-26 03:13:08.233407,Reno,Nevada,39.5497,-119.8483
Chicago_Dallas,Trip_26,2022-10-26 07:54:03.771873,Springfield,Missouri,37.1943,-93.2916
Dallas_Salt Lake City,Trip_19,2022-10-26 14:00:18.743726,Cheyenne,Wyoming,41.135,-104.7902
San Francisco_Salt Lake City,Trip_25,2022-10-26 14:08:48.494691,Fernley,Nevada,39.5627,-119.1906
Portland_Los Angeles,Trip_20,2022-10-26 17:05:59.255362,Santa Clarita,California,34.4175,-118.4964
Phoenix_San Antonio,Trip_21,2022-10-26 19:18:54.597105,Tucson,Arizona,32.1541,-110.8787
Chicago_Dallas,Trip_26,2022-10-26 21:57:33.246646,Rolla,Missouri,37.9459,-91.7607
Dallas_Salt Lake City,Trip_19,2022-10-26 22:42:38.066641,Denver,Colorado,39.762,-104.8758
San Francisco_Salt Lake City,Trip_25,2022-10-26 23:41:46.216082,Winnemucca,Nevada,40.9645,-117.7247
Phoenix_San Antonio,Trip_21,2022-10-27 02:03:20.169954,Benson,Arizona,31.9157,-110.3257
Phoenix_San Antonio,Trip_21,2022-10-27 05:49:58.156817,Willcox,Arizona,32.2515,-109.8359
Portland_Los Angeles,Trip_20,2022-10-27 05:55:34.772912,Los Angeles,California,34.1141,-118.4068
Chicago_Dallas,Trip_26,2022-10-27 08:31:56.137086,St. Louis,Missouri,38.6359,-90.2451
San Francisco_Salt Lake City,Trip_25,2022-10-27 18:04:27.179332,Elko,Nevada,40.8381,-115.7678
Phoenix_San Antonio,Trip_21,2022-10-27 18:44:39.714950,Lordsburg,New Mexico,32.3438,-108.7021
Portland_Los Angeles,Trip_20,2022-10-27 19:20:28.976786,Los Angeles,California,34.1141,-118.4068
Chicago_Dallas,Trip_26,2022-10-27 19:47:42.110612,Springfield,Illinois,39.7709,-89.654
Dallas_Salt Lake City,Trip_19,2022-10-28 00:29:35.205782,Colby,Kansas,39.3848,-101.0452
Chicago_Dallas,Trip_26,2022-10-28 01:11:51.418935,Bloomington,Illinois,40.4757,-88.9703
Portland_Los Angeles,Trip_20,2022-10-28 02:21:07.063228,Santa Clarita,California,34.4175,-118.4964
Phoenix_San Antonio,Trip_21,2022-10-28 06:27:05.663920,Deming,New Mexico,32.2631,-107.7525
Portland_Los Angeles,Trip_20,2022-10-28 10:32:56.799748,Bakersfield,California,35.3529,-119.0359
Chicago_Dallas,Trip_27,2022-10-28 14:09:27.254240,Chicago,Illinois,41.8375,-87.6866
Chicago_Dallas,Trip_26,2022-10-28 14:09:27.254240,Chicago,Illinois,41.8375,-87.6866
San Francisco_Salt Lake City,Trip_25,2022-10-28 15:02:11.717689,Wendover,Utah,40.7241,-114.025
Phoenix_San Antonio,Trip_21,2022-10-28 17:39:36.212654,Las Cruces,New Mexico,32.3265,-106.7893
Dallas_Salt Lake City,Trip_19,2022-10-28 18:19:40.969348,Hays,Kansas,38.8821,-99.3221
Portland_Los Angeles,Trip_20,2022-10-29 00:53:25.591558,Fresno,California,36.783,-119.7939
Chicago_Dallas,Trip_27,2022-10-29 02:52:37.506756,Bloomington,Illinois,40.4757,-88.9703
Dallas_Salt Lake City,Trip_19,2022-10-29 05:30:55.189582,Salina,Kansas,38.8136,-97.6143
San Francisco_Salt Lake City,Trip_25,2022-10-29 07:52:10.348897,Salt Lake City,Utah,40.7776,-111.9311
Phoenix_San Antonio,Trip_21,2022-10-29 08:27:29.055571,El Paso,Texas,31.8476,-106.43
Portland_Los Angeles,Trip_20,2022-10-29 12:05:29.578425,Merced,California,37.3057,-120.4779
San Francisco_Salt Lake City,Trip_25,2022-10-29 12:15:46.229640,Salt Lake City,Utah,40.7776,-111.9311
Dallas_Salt Lake City,Trip_19,2022-10-29 17:32:14.649634,Wichita,Kansas,37.6895,-97.3443
Chicago_Dallas,Trip_27,2022-10-29 20:40:40.721992,Springfield,Illinois,39.7709,-89.654
Portland_Los Angeles,Trip_20,2022-10-29 22:41:23.974961,Modesto,California,37.6375,-121.0028
Dallas_Salt Lake City,Trip_19,2022-10-30 04:31:32.620324,Oklahoma City,Oklahoma,35.4676,-97.5136
Phoenix_San Antonio,Trip_21,2022-10-30 06:35:28.986950,Van Horn,Texas,31.0407,-104.8341
Chicago_Dallas,Trip_27,2022-10-30 09:34:14.897962,St. Louis,Missouri,38.6359,-90.2451
San Francisco_Salt Lake City,Trip_25,2022-10-30 09:45:18.716494,Wendover,Utah,40.7241,-114.025
Portland_Los Angeles,Trip_20,2022-10-30 10:50:15.990176,Stockton,California,37.9765,-121.3109
San Francisco_Salt Lake City,Trip_25,2022-10-30 16:39:16.015448,Elko,Nevada,40.8381,-115.7678
Dallas_Salt Lake City,Trip_19,2022-10-30 19:10:03.652374,Denton,Texas,33.2175,-97.1418
Portland_Los Angeles,Trip_20,2022-10-30 23:52:56.260829,Sacramento,California,38.5677,-121.4685
Chicago_Dallas,Trip_27,2022-10-31 04:43:29.162333,Rolla,Missouri,37.9459,-91.7607
San Francisco_Salt Lake City,Trip_25,2022-10-31 05:10:27.419327,Winnemucca,Nevada,40.9645,-117.7247
Portland_Los Angeles,Trip_20,2022-10-31 05:36:02.588514,Chico,California,39.7578,-121.8161
Dallas_Salt Lake City,Trip_20,2022-10-31 06:33:51.212294,Dallas,Texas,32.7935,-96.7667
Dallas_Salt Lake City,Trip_19,2022-10-31 06:33:51.212294,Dallas,Texas,32.7935,-96.7667
Dallas_Salt Lake City,Trip_20,2022-10-31 16:58:11.467015,Denton,Texas,33.2175,-97.1418
San Francisco_Salt Lake City,Trip_25,2022-10-31 17:52:50.012281,Fernley,Nevada,39.5627,-119.1906
Phoenix_San Antonio,Trip_21,2022-10-31 17:55:36.178547,Ozona,Texas,30.7074,-101.206
Portland_Los Angeles,Trip_20,2022-10-31 19:25:53.857568,Redding,California,40.5698,-122.365
San Francisco_Salt Lake City,Trip_25,2022-10-31 20:30:25.523033,Reno,Nevada,39.5497,-119.8483
Chicago_Dallas,Trip_27,2022-10-31 22:03:27.650046,Springfield,Missouri,37.1943,-93.2916
Portland_Los Angeles,Trip_20,2022-11-01 03:28:21.907969,Yreka,California,41.7291,-122.6312
Phoenix_San Antonio,Trip_21,2022-11-01 07:15:09.909209,Sonora,Texas,30.5707,-100.6423
San Francisco_Salt Lake City,Trip_25,2022-11-01 10:22:26.447187,Truckee,California,39.3455,-120.1848
Chicago_Dallas,Trip_27,2022-11-01 11:15:35.640890,Joplin,Missouri,37.0757,-94.5018
Phoenix_San Antonio,Trip_21,2022-11-01 14:26:22.127223,Junction,Texas,30.4906,-99.7726
Dallas_Salt Lake City,Trip_20,2022-11-01 14:30:00.430429,Oklahoma City,Oklahoma,35.4676,-97.5136
Portland_Los Angeles,Trip_20,2022-11-01 18:47:14.577036,Ashland,Oregon,42.1905,-122.6992
San Francisco_Salt Lake City,Trip_25,2022-11-01 20:56:15.450164,Auburn,California,38.895,-121.0777
Portland_Los Angeles,Trip_20,2022-11-02 02:31:57.391950,Medford,Oregon,42.3372,-122.854
Phoenix_San Antonio,Trip_21,2022-11-02 08:32:39.671334,Kerrville,Texas,30.0398,-99.132
Chicago_Dallas,Trip_27,2022-11-02 08:44:01.281654,Oklahoma City,Oklahoma,35.4676,-97.5136
Portland_Los Angeles,Trip_20,2022-11-02 10:28:01.310082,Roseburg,Oregon,43.2231,-123.352
Dallas_Salt Lake City,Trip_20,2022-11-02 12:23:15.482297,Wichita,Kansas,37.6895,-97.3443
San Francisco_Salt Lake City,Trip_25,2022-11-02 12:41:01.446723,Sacramento,California,38.5677,-121.4685
Phoenix_San Antonio,Trip_21,2022-11-02 16:28:03.106733,Boerne,Texas,29.7847,-98.7292
Dallas_Salt Lake City,Trip_20,2022-11-03 00:12:37.020322,Salina,Kansas,38.8136,-97.6143
San Francisco_Salt Lake City,Trip_25,2022-11-03 03:38:28.295508,Davis,California,38.5553,-121.737
Chicago_Dallas,Trip_27,2022-11-03 04:08:38.935411,Dallas,Texas,32.7935,-96.7667
Chicago_Dallas,Trip_27,2022-11-03 05:40:26.357626,Dallas,Texas,32.7935,-96.7667
Phoenix_San Antonio,Trip_21,2022-11-03 05:42:03.251329,San Antonio,Texas,29.4632,-98.5238
Dallas_Salt Lake City,Trip_20,2022-11-03 08:57:57.770320,Hays,Kansas,38.8821,-99.3221
Portland_Los Angeles,Trip_20,2022-11-03 11:42:57.667305,Salem,Oregon,44.9233,-123.0244
Chicago_Dallas,Trip_27,2022-11-03 14:53:59.502255,Denton,Texas,33.2175,-97.1418
Phoenix_San Antonio,Trip_21,2022-11-03 18:20:07.538315,San Antonio,Texas,29.4632,-98.5238
Dallas_Salt Lake City,Trip_20,2022-11-03 18:26:33.025526,Colby,Kansas,39.3848,-101.0452
San Francisco_Salt Lake City,Trip_25,2022-11-03 19:23:03.381114,Vacaville,California,38.3587,-121.9673
San Francisco_Salt Lake City,Trip_25,2022-11-04 00:08:40.644427,Fairfield,California,38.2583,-122.0335
Portland_Los Angeles,Trip_20,2022-11-04 01:00:39.566155,Portland,Oregon,45.5371,-122.65
Portland_Los Angeles,Trip_21,2022-11-04 01:00:39.566155,Portland,Oregon,45.5371,-122.65
Chicago_Dallas,Trip_27,2022-11-04 01:01:32.253359,Oklahoma City,Oklahoma,35.4676,-97.5136
Phoenix_San Antonio,Trip_21,2022-11-04 03:06:06.598676,Boerne,Texas,29.7847,-98.7292
San Francisco_Salt Lake City,Trip_25,2022-11-04 05:33:49.126608,Oakland,California,37.7904,-122.2166
Phoenix_San Antonio,Trip_21,2022-11-04 08:42:27.928732,Kerrville,Texas,30.0398,-99.132
Dallas_Salt Lake City,Trip_20,2022-11-04 15:28:11.136612,Denver,Colorado,39.762,-104.8758
Chicago_Dallas,Trip_27,2022-11-04 16:32:30.852314,Tulsa,Oklahoma,36.1283,-95.9042
Portland_Los Angeles,Trip_21,2022-11-04 16:58:48.730631,Eugene,Oregon,44.0564,-123.1174
San Francisco_Salt Lake City,Trip_26,2022-11-04 20:59:43.693605,San Francisco,California,37.7558,-122.4449
San Francisco_Salt Lake City,Trip_25,2022-11-04 20:59:43.693605,San Francisco,California,37.7558,-122.4449
Portland_Los Angeles,Trip_21,2022-11-04 22:26:33.270239,Roseburg,Oregon,43.2231,-123.352
San Francisco_Salt Lake City,Trip_26,2022-11-05 01:15:25.861088,Oakland,California,37.7904,-122.2166
Phoenix_San Antonio,Trip_21,2022-11-05 02:32:50.429908,Junction,Texas,30.4906,-99.7726
San Francisco_Salt Lake City,Trip_26,2022-11-05 05:13:18.450919,Fairfield,California,38.2583,-122.0335
Phoenix_San Antonio,Trip_21,2022-11-05 06:40:55.046198,Sonora,Texas,30.5707,-100.6423
San Francisco_Salt Lake City,Trip_26,2022-11-05 06:48:13.428608,Vacaville,California,38.3587,-121.9673
Dallas_Salt Lake City,Trip_20,2022-11-05 07:25:00.639374,Cheyenne,Wyoming,41.135,-104.7902
Phoenix_San Antonio,Trip_21,2022-11-05 08:50:52.927062,Ozona,Texas,30.7074,-101.206
San Francisco_Salt Lake City,Trip_26,2022-11-05 10:40:08.313514,Davis,California,38.5553,-121.737
Portland_Los Angeles,Trip_21,2022-11-05 10:44:19.179137,Ashland,Oregon,42.1905,-122.6992
Chicago_Dallas,Trip_27,2022-11-05 13:38:27.909899,Joplin,Missouri,37.0757,-94.5018
Portland_Los Angeles,Trip_21,2022-11-05 22:01:30.781357,Yreka,California,41.7291,-122.6312
Phoenix_San Antonio,Trip_21,2022-11-05 22:30:45.192859,Fort Stockton,Texas,30.8926,-102.8842
Dallas_Salt Lake City,Trip_20,2022-11-06 00:11:11.557077,Laramie,Wyoming,41.3099,-105.6085
Chicago_Dallas,Trip_27,2022-11-06 01:30:44.513027,Springfield,Missouri,37.1943,-93.2916
San Francisco_Salt Lake City,Trip_26,2022-11-06 02:53:22.921090,Auburn,California,38.895,-121.0777
Dallas_Salt Lake City,Trip_20,2022-11-06 07:50:51.294584,Rawlins,Wyoming,41.7849,-107.2265
Portland_Los Angeles,Trip_21,2022-11-06 07:56:26.680286,Redding,California,40.5698,-122.365
Chicago_Dallas,Trip_27,2022-11-06 09:56:42.557366,Rolla,Missouri,37.9459,-91.7607
Phoenix_San Antonio,Trip_21,2022-11-06 13:08:20.124338,Van Horn,Texas,31.0407,-104.8341
Portland_Los Angeles,Trip_21,2022-11-06 13:19:52.668893,Chico,California,39.7578,-121.8161
Dallas_Salt Lake City,Trip_20,2022-11-06 18:03:56.457163,Rock Springs,Wyoming,41.5947,-109.2209
San Francisco_Salt Lake City,Trip_26,2022-11-06 18:04:28.696416,Truckee,California,39.3455,-120.1848
Chicago_Dallas,Trip_27,2022-11-06 21:30:45.303171,St. Louis,Missouri,38.6359,-90.2451
Phoenix_San Antonio,Trip_21,2022-11-07 01:28:17.360057,El Paso,Texas,31.8476,-106.43
Chicago_Dallas,Trip_27,2022-11-07 04:30:12.022540,Springfield,Illinois,39.7709,-89.654
Phoenix_San Antonio,Trip_21,2022-11-07 04:32:27.656705,Las Cruces,New Mexico,32.3265,-106.7893
San Francisco_Salt Lake City,Trip_26,2022-11-07 07:32:46.523271,Reno,Nevada,39.5497,-119.8483
Portland_Los Angeles,Trip_21,2022-11-07 08:28:17.134116,Sacramento,California,38.5677,-121.4685
Portland_Los Angeles,Trip_21,2022-11-07 11:42:27.273234,Stockton,California,37.9765,-121.3109
Dallas_Salt Lake City,Trip_20,2022-11-07 11:59:55.472689,Evanston,Wyoming,41.2602,-110.9646
San Francisco_Salt Lake City,Trip_26,2022-11-07 18:38:40.577391,Fernley,Nevada,39.5627,-119.1906
Phoenix_San Antonio,Trip_21,2022-11-07 21:22:25.417939,Deming,New Mexico,32.2631,-107.7525
Portland_Los Angeles,Trip_21,2022-11-07 22:23:14.444594,Modesto,California,37.6375,-121.0028
Chicago_Dallas,Trip_27,2022-11-07 23:20:25.624334,Bloomington,Illinois,40.4757,-88.9703
Dallas_Salt Lake City,Trip_20,2022-11-08 02:17:24.673628,Salt Lake City,Utah,40.7776,-111.9311
San Francisco_Salt Lake City,Trip_26,2022-11-08 02:53:11.115068,Winnemucca,Nevada,40.9645,-117.7247
Portland_Los Angeles,Trip_21,2022-11-08 03:45:10.491438,Merced,California,37.3057,-120.4779
Dallas_Salt Lake City,Trip_20,2022-11-08 05:46:05.513434,Salt Lake City,Utah,40.7776,-111.9311
Phoenix_San Antonio,Trip_21,2022-11-08 06:01:15.635922,Lordsburg,New Mexico,32.3438,-108.7021
Chicago_Dallas,Trip_27,2022-11-08 07:48:45.019578,Chicago,Illinois,41.8375,-87.6866
Chicago_Dallas,Trip_28,2022-11-08 07:48:45.019578,Chicago,Illinois,41.8375,-87.6866
Portland_Los Angeles,Trip_21,2022-11-08 07:56:06.921117,Fresno,California,36.783,-119.7939
Dallas_Salt Lake City,Trip_20,2022-11-08 13:41:00.865446,Evanston,Wyoming,41.2602,-110.9646
San Francisco_Salt Lake City,Trip_26,2022-11-08 17:37:24.555915,Elko,Nevada,40.8381,-115.7678
Phoenix_San Antonio,Trip_21,2022-11-08 18:44:29.755210,Willcox,Arizona,32.2515,-109.8359
Portland_Los Angeles,Trip_21,2022-11-08 21:44:06.048870,Bakersfield,California,35.3529,-119.0359
Chicago_Dallas,Trip_28,2022-11-08 23:51:47.908092,Bloomington,Illinois,40.4757,-88.9703
Phoenix_San Antonio,Trip_21,2022-11-09 01:52:25.314146,Benson,Arizona,31.9157,-110.3257
Dallas_Salt Lake City,Trip_20,2022-11-09 04:45:57.866788,Rock Springs,Wyoming,41.5947,-109.2209
Portland_Los Angeles,Trip_21,2022-11-09 08:47:56.781324,Santa Clarita,California,34.4175,-118.4964
San Francisco_Salt Lake City,Trip_26,2022-11-09 12:02:51.370164,Wendover,Utah,40.7241,-114.025
Chicago_Dallas,Trip_28,2022-11-09 14:29:40.616094,Springfield,Illinois,39.7709,-89.654
Portland_Los Angeles,Trip_21,2022-11-09 15:32:13.531566,Los Angeles,California,34.1141,-118.4068
Phoenix_San Antonio,Trip_21,2022-11-09 16:13:42.049826,Tucson,Arizona,32.1541,-110.8787
Portland_Los Angeles,Trip_21,2022-11-09 16:51:13.647675,Los Angeles,California,34.1141,-118.4068
San Francisco_Salt Lake City,Trip_26,2022-11-09 22:16:41.258804,Salt Lake City,Utah,40.7776,-111.9311
San Francisco_Salt Lake City,Trip_26,2022-11-09 22:24:07.752350,Salt Lake City,Utah,40.7776,-111.9311
Portland_Los Angeles,Trip_21,2022-11-10 00:51:54.994360,Santa Clarita,California,34.4175,-118.4964
Dallas_Salt Lake City,Trip_20,2022-11-10 01:48:17.798360,Rawlins,Wyoming,41.7849,-107.2265
Chicago_Dallas,Trip_28,2022-11-10 09:09:23.160421,St. Louis,Missouri,38.6359,-90.2451
Phoenix_San Antonio,Trip_22,2022-11-10 12:46:17.136849,Phoenix,Arizona,33.5722,-112.0892
Phoenix_San Antonio,Trip_21,2022-11-10 12:46:17.136849,Phoenix,Arizona,33.5722,-112.0892
Dallas_Salt Lake City,Trip_20,2022-11-10 13:27:17.428727,Laramie,Wyoming,41.3099,-105.6085
San Francisco_Salt Lake City,Trip_26,2022-11-10 15:03:54.788918,Wendover,Utah,40.7241,-114.025
Portland_Los Angeles,Trip_21,2022-11-10 17:57:22.628965,Bakersfield,California,35.3529,-119.0359
Phoenix_San Antonio,Trip_22,2022-11-11 05:54:54.869233,Tucson,Arizona,32.1541,-110.8787
Dallas_Salt Lake City,Trip_20,2022-11-11 06:31:19.648207,Cheyenne,Wyoming,41.135,-104.7902
San Francisco_Salt Lake City,Trip_26,2022-11-11 11:34:40.616936,Elko,Nevada,40.8381,-115.7678
Portland_Los Angeles,Trip_21,2022-11-11 13:13:20.450119,Fresno,California,36.783,-119.7939
Chicago_Dallas,Trip_28,2022-11-11 15:44:33.721749,Springfield,Missouri,37.1943,-93.2916
Phoenix_San Antonio,Trip_22,2022-11-11 17:49:53.486974,Benson,Arizona,31.9157,-110.3257
Phoenix_San Antonio,Trip_22,2022-11-11 21:48:19.735882,Willcox,Arizona,32.2515,-109.8359
San Francisco_Salt Lake City,Trip_26,2022-11-11 22:33:27.765034,Winnemucca,Nevada,40.9645,-117.7247
Chicago_Dallas,Trip_28,2022-11-12 00:02:11.522047,Joplin,Missouri,37.0757,-94.5018
Dallas_Salt Lake City,Trip_20,2022-11-12 01:22:51.406064,Denver,Colorado,39.762,-104.8758
Portland_Los Angeles,Trip_21,2022-11-12 05:34:29.357536,Merced,California,37.3057,-120.4779
Phoenix_San Antonio,Trip_22,2022-11-12 06:10:00.451949,Lordsburg,New Mexico,32.3438,-108.7021
Dallas_Salt Lake City,Trip_20,2022-11-12 16:56:02.393923,Colby,Kansas,39.3848,-101.0452
Phoenix_San Antonio,Trip_22,2022-11-12 17:03:45.374573,Deming,New Mexico,32.2631,-107.7525
Portland_Los Angeles,Trip_21,2022-11-12 19:18:17.616801,Modesto,California,37.6375,-121.0028
Phoenix_San Antonio,Trip_22,2022-11-13 00:17:40.915989,Las Cruces,New Mexico,32.3265,-106.7893
Chicago_Dallas,Trip_28,2022-11-13 03:37:53.636222,Oklahoma City,Oklahoma,35.4676,-97.5136
San Francisco_Salt Lake City,Trip_26,2022-11-13 04:35:30.459579,Reno,Nevada,39.5497,-119.8483
Dallas_Salt Lake City,Trip_20,2022-11-13 04:54:01.493417,Hays,Kansas,38.8821,-99.3221
Portland_Los Angeles,Trip_21,2022-11-13 07:17:37.349992,Stockton,California,37.9765,-121.3109
Phoenix_San Antonio,Trip_22,2022-11-13 12:13:07.601692,El Paso,Texas,31.8476,-106.43
Chicago_Dallas,Trip_28,2022-11-13 13:54:45.480950,Denton,Texas,33.2175,-97.1418
Dallas_Salt Lake City,Trip_20,2022-11-13 15:31:45.498467,Salina,Kansas,38.8136,-97.6143
Portland_Los Angeles,Trip_21,2022-11-13 15:49:26.983448,Sacramento,California,38.5677,-121.4685
Chicago_Dallas,Trip_28,2022-11-13 18:10:18.708615,Dallas,Texas,32.7935,-96.7667
Chicago_Dallas,Trip_28,2022-11-13 22:17:52.989074,Dallas,Texas,32.7935,-96.7667
Dallas_Salt Lake City,Trip_20,2022-11-13 23:12:10.390574,Wichita,Kansas,37.6895,-97.3443
Phoenix_San Antonio,Trip_22,2022-11-13 23:38:51.436882,Van Horn,Texas,31.0407,-104.8341
San Francisco_Salt Lake City,Trip_26,2022-11-14 02:19:10.096875,Auburn,California,38.895,-121.0777
Chicago_Dallas,Trip_28,2022-11-14 02:42:45.383772,Denton,Texas,33.2175,-97.1418
Phoenix_San Antonio,Trip_22,2022-11-14 09:46:01.765854,Fort Stockton,Texas,30.8926,-102.8842
Dallas_Salt Lake City,Trip_20,2022-11-14 11:39:27.926881,Oklahoma City,Oklahoma,35.4676,-97.5136
San Francisco_Salt Lake City,Trip_26,2022-11-14 14:40:46.885846,Sacramento,California,38.5677,-121.4685
San Francisco_Salt Lake City,Trip_26,2022-11-14 15:44:48.893680,Davis,California,38.5553,-121.737
Chicago_Dallas,Trip_28,2022-11-14 18:46:42.523646,Oklahoma City,Oklahoma,35.4676,-97.5136
Portland_Los Angeles,Trip_21,2022-11-14 20:10:38.142615,Redding,California,40.5698,-122.365
San Francisco_Salt Lake City,Trip_26,2022-11-14 20:13:42.076634,Vacaville,California,38.3587,-121.9673
San Francisco_Salt Lake City,Trip_26,2022-11-14 23:53:08.543336,Fairfield,California,38.2583,-122.0335
Phoenix_San Antonio,Trip_22,2022-11-15 03:10:52.546938,Ozona,Texas,30.7074,-101.206
Dallas_Salt Lake City,Trip_20,2022-11-15 05:18:26.879192,Denton,Texas,33.2175,-97.1418
San Francisco_Salt Lake City,Trip_26,2022-11-15 11:41:35.059745,Oakland,California,37.7904,-122.2166
Phoenix_San Antonio,Trip_22,2022-11-15 12:14:00.302293,Sonora,Texas,30.5707,-100.6423
Portland_Los Angeles,Trip_21,2022-11-15 14:03:06.563331,Yreka,California,41.7291,-122.6312
Chicago_Dallas,Trip_28,2022-11-15 17:22:53.719170,Tulsa,Oklahoma,36.1283,-95.9042
Dallas_Salt Lake City,Trip_20,2022-11-15 17:43:55.293112,Dallas,Texas,32.7935,-96.7667
Dallas_Salt Lake City,Trip_21,2022-11-15 17:43:55.293112,Dallas,Texas,32.7935,-96.7667
San Francisco_Salt Lake City,Trip_27,2022-11-15 18:39:39.297975,San Francisco,California,37.7558,-122.4449
San Francisco_Salt Lake City,Trip_26,2022-11-15 18:39:39.297975,San Francisco,California,37.7558,-122.4449
San Francisco_Salt Lake City,Trip_27,2022-11-15 20:42:47.408858,Oakland,California,37.7904,-122.2166
Dallas_Salt Lake City,Trip_21,2022-11-15 21:25:10.873046,Denton,Texas,33.2175,-97.1418
Phoenix_San Antonio,Trip_22,2022-11-16 03:57:33.355541,Junction,Texas,30.4906,-99.7726
Portland_Los Angeles,Trip_21,2022-11-16 06:21:14.346074,Ashland,Oregon,42.1905,-122.6992
San Francisco_Salt Lake City,Trip_27,2022-11-16 09:59:55.058230,Fairfield,California,38.2583,-122.0335
Chicago_Dallas,Trip_28,2022-11-16 14:12:53.804252,Joplin,Missouri,37.0757,-94.5018
Portland_Los Angeles,Trip_21,2022-11-16 15:57:43.550162,Medford,Oregon,42.3372,-122.854
Dallas_Salt Lake City,Trip_21,2022-11-16 17:30:18.856591,Oklahoma City,Oklahoma,35.4676,-97.5136
Phoenix_San Antonio,Trip_22,2022-11-16 20:25:44.419633,Kerrville,Texas,30.0398,-99.132
San Francisco_Salt Lake City,Trip_27,2022-11-17 01:14:44.666133,Vacaville,California,38.3587,-121.9673
Portland_Los Angeles,Trip_21,2022-11-17 03:07:58.103151,Roseburg,Oregon,43.2231,-123.352
Phoenix_San Antonio,Trip_22,2022-11-17 05:50:49.324263,Boerne,Texas,29.7847,-98.7292
Chicago_Dallas,Trip_28,2022-11-17 06:07:28.073723,Springfield,Missouri,37.1943,-93.2916
Dallas_Salt Lake City,Trip_21,2022-11-17 14:28:16.574578,Wichita,Kansas,37.6895,-97.3443
San Francisco_Salt Lake City,Trip_27,2022-11-17 14:31:31.420611,Davis,California,38.5553,-121.737
Portland_Los Angeles,Trip_21,2022-11-17 15:33:51.646160,Eugene,Oregon,44.0564,-123.1174
San Francisco_Salt Lake City,Trip_27,2022-11-17 18:32:23.342659,Sacramento,California,38.5677,-121.4685
Portland_Los Angeles,Trip_21,2022-11-17 22:19:43.812874,Salem,Oregon,44.9233,-123.0244
Phoenix_San Antonio,Trip_22,2022-11-18 01:28:24.904720,San Antonio,Texas,29.4632,-98.5238
Portland_Los Angeles,Trip_21,2022-11-18 02:17:03.695816,Portland,Oregon,45.5371,-122.65
Portland_Los Angeles,Trip_22,2022-11-18 02:17:03.695816,Portland,Oregon,45.5371,-122.65
Chicago_Dallas,Trip_28,2022-11-18 03:49:45.225460,Rolla,Missouri,37.9459,-91.7607
San Francisco_Salt Lake City,Trip_27,2022-11-18 07:22:23.368951,Auburn,California,38.895,-121.0777
Dallas_Salt Lake City,Trip_21,2022-11-18 08:27:11.218683,Salina,Kansas,38.8136,-97.6143
Phoenix_San Antonio,Trip_22,2022-11-18 15:53:45.227164,Boerne,Texas,29.7847,-98.7292
San Francisco_Salt Lake City,Trip_27,2022-11-18 19:14:52.820159,Truckee,California,39.3455,-120.1848
Dallas_Salt Lake City,Trip_21,2022-11-18 21:40:14.137341,Hays,Kansas,38.8821,-99.3221
Chicago_Dallas,Trip_28,2022-11-18 21:42:30.357526,St. Louis,Missouri,38.6359,-90.2451
Portland_Los Angeles,Trip_22,2022-11-18 22:22:43.209604,Eugene,Oregon,44.0564,-123.1174
